type,address,timestamp,problem_type_abdul,note,state,latitude,longitude,province,district
กีดขวาง,10 ถ. คลองทวีวัฒนา แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ถนน', 'กีดขวาง']",เจ้าหน้าที่เทศกิจตรวจสอบแล้วพบว่ามีการวางของจริงจึงได้ขอความร่วมมือให้แก้ไขโดยการนำสิ่งของออกจากถนนแล้วครับ,เสร็จสิ้น,100.36474,13.7245,กรุงเทพมหานคร,เขตหนองแขม
ทางเท้า,6 ซอย หทัยราษฎร์ 37 แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ความปลอดภัย']",กำลังดำเนินการตรวจสอบ,กำลังดำเนินการ,100.72189,13.87654,กรุงเทพมหานคร,เขตคลองสามวา
ความปลอดภัย,6 ซอย หทัยราษฎร์ 37 แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ความปลอดภัย']",กำลังดำเนินการตรวจสอบ,กำลังดำเนินการ,100.72189,13.87654,กรุงเทพมหานคร,เขตคลองสามวา
ความปลอดภัย,644 ถนน รัชดาภิเษก แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,"['ความปลอดภัย', 'ถนน']",เขตธนบุรี ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.48028,13.71627,กรุงเทพมหานคร,เขตธนบุรี
ถนน,644 ถนน รัชดาภิเษก แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,"['ความปลอดภัย', 'ถนน']",เขตธนบุรี ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.48028,13.71627,กรุงเทพมหานคร,เขตธนบุรี
ความสะอาด,สะพานคู่  พระรามที่ 4 แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร : PGFX+9CP ซอย สะพานคู่ แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ความสะอาด', 'สะพาน', 'ถนน']",ประสานฝ่ายสิ่งแวดล้อมฯ เพื่อตรวจสอบ/ดำเนินการ,กำลังดำเนินการ,100.54858,13.72348,กรุงเทพมหานคร,เขตสาทร
สะพาน,สะพานคู่  พระรามที่ 4 แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร : PGFX+9CP ซอย สะพานคู่ แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ความสะอาด', 'สะพาน', 'ถนน']",ประสานฝ่ายสิ่งแวดล้อมฯ เพื่อตรวจสอบ/ดำเนินการ,กำลังดำเนินการ,100.54858,13.72348,กรุงเทพมหานคร,เขตสาทร
ถนน,สะพานคู่  พระรามที่ 4 แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร : PGFX+9CP ซอย สะพานคู่ แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ความสะอาด', 'สะพาน', 'ถนน']",ประสานฝ่ายสิ่งแวดล้อมฯ เพื่อตรวจสอบ/ดำเนินการ,กำลังดำเนินการ,100.54858,13.72348,กรุงเทพมหานคร,เขตสาทร
ทางเท้า,,2023-05-17,['ทางเท้า'],,รอรับเรื่อง,100.57647,13.80283,,
PM2.5,388 ตลาดเทิดไท 1 ถ. หลวงแพ่ง แขวงขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,"['PM2.5', 'คลอง']",รับเรื่องประสานเจ้าหน้าที่,กำลังดำเนินการ,100.85217,13.69714,กรุงเทพมหานคร,เขตลาดกระบัง
